Label,Title,Poet,Poem,Tags,Poem_word_count,Poem_char_count
love,Rain,Ian Pople,"A lexicon of words that were not said in childhood, and all of those that were, were said beside an upturned boat, lapped planking of the creosoted shed, were said into the wind on tussocky ground, by farm-rust vehicles. The buildings I could not complete without my father’s help, the wind in which I was at sea. Rain blooming in August that moved the land and over land toward the autumn, sliding through the gates of summer, feeling for the bone inside the wrist.","['living', 'youth', 'activities', 'jobs & working', 'relationships', 'family & ancestors', 'home life', 'nature', 'fall', 'summer', 'weather', 'arts & sciences', 'language & linguistics']",84,466
love,On Mistaking the Sound of Spurs for Bells Approaching,Carl Phillips,"By then, of course, they’d done plenty in the name of recklessness — their word as well, though incorrect, for wilderness. Ah, scutchweed, rushlightitude, if not, why not, strowbegone, nor sheep, fa la, shall graze. The way, incredibly, for most it’s still enough to have noticed a similar weather pattern between regret and the windy plains of remorse, like that must make them the same, or should, or at least no more different than a fetish for being eaten alive and whole is, apparently, from the desire to leave loneliness behind forever — a reasonable desire, I suppose, but in the end a useless one, since actual loneliness isn’t leavable: love distracts from loneliness, it doesn’t crowd it from view ... some could almost see this, eventually; others chose not to. Some — the luckiest — arrived at, then clung to, that point in love where to be understood entirely stops being the main thing, or a thing at all, even. They could let the nights unfurl before them, one after the other, each a seemingly vast underworld of damage they didn’t have to talk about, not anymore, they agreed it was there now, they hovered over it, what light there was was their own.","['living', 'life choices', 'the mind', 'time & brevity', 'love', 'desire', 'realistic & complicated']",205,1169
love,Cherries,Gerald Stern,"I was waiting to try out one of my inventions from the flattop garage roof — parachutes this time — when I tasted a black cherry from the next yard, wondering even at that age who had prior rights and what was constitutional so instead of jumping I wrote a brief brief called Yaakov vs. the Tree Trunk where everyone laughed herself crazy at Marlboro vs. Madison or Red Stain vs. the State of New Jersey so bless me you fools for aren’t you mortals? And don’t you bend your body down over the water to taste the ice? And who, in your family, even ever just thought of swallowing a goldfish from the bowl, say, picking up its slippery body, bending your neck back and gulping it down even before they entered law school?","['living', 'life choices', 'activities', 'eating & drinking', 'relationships', 'home life']",135,719
love,Rickshaw Boy,Duy Doan,"The man I pulled tonight carried a load of books. When I felt him watching me uphill, I grimaced. He gave me lunar cakes the size of two camel humps. When I answered him, I smiled to his face. He wore the moonlight in his specs. Pant seams clean as the embroidery work of his book covers. One cannot grow rich without a bit of cleverness. Should I have shown him the secret of my deft touch? The Circling Moon, the Graceful Swan? How East Wind beats West Wind if other two winds say so? Snow falls on cedars.","['love', 'desire', 'activities', 'jobs & working', 'travels & journeys', 'arts & sciences', 'reading & books']",99,508
love,Whistler,Katharine Coles,"I might have married a painter, Therefore his mother. A radar Detector, a snow-covered Mountain, a novel By John Grisham not even Out yet. No, I wed The cop directing my rush,Toot toot, a trainer to test Agility, a kettle calling Time to steep. Yes, But I married this bird you must Close your eyes to know At scale, to hear his trills And fancy arpeggios Come-come-hithering. His note of warning.","['living', 'marriage & companionship', 'love', 'realistic & complicated', 'relationships', 'men & women']",71,397
love,Sex tape or Future and Audre Lorde fall in love,Harmony Holiday,"Despite all their fervor they were headed somewhere limp in the intellect nursery rhyme dialect headed somewhere all circumference hunnid something for Sumerian tablet happy meals where you get to munch the code-cold sun upfront the rest when you’ve eaten a bit of rat flesh in the shape of yesterday perishing youth addiction : Future dreams of codeine nibbles the white nipple wedged between him and his soul stice staaay sis what is this? passes out on the battlefield, improviser / wisest man I ever mumbled alongside Power with all the wars in it ain’t shit in a flawed system besides self-destruction may all our enemies become powerful and empty in the west while we sell our bodies these mumbled prayers codeine ain’t got nothin to do with my love, child either labor in the holds was painless bled ’til the chains lost their grip and there are tapes to prove it","['living', 'life choices', 'the body', 'love', 'desire', 'social commentaries', 'war & conflict']",152,870
love,"Dear Babylon,",Harmony Holiday,"In the constant lutte to not become that bougie housewife of an athlete taking too much oxy while the help cooks ethical fried chicken for my family and I’m also the help and the television sighs and wags in the back some Wendy Williams rerun and this is acceptable and celebrating neon israel and soul is so radio : I walk alone. I know myself. Or so I chant in the mirror right around discovering that trap music is all the new negro spiritual / righteous delirium try to defund the clown in the en in negro say it a little less enter the New Yorker in Desdemona’s scarf and be this generative productive whistle blower for the radicals / coal at the root of slow kill and not scream at the Salvadorian man with the leaf blower in my landscape and hide him and his hoes when the ICE raid follows and swallow mister PCs pcp , in this constant creaseless / as in iron willed / as in willow weep for me / effort to love my enemy I became him The body of me. Its erotic disbelief temporarily suspended . alongside the American eagle : temptation to define freedom as consumerism, justice as my right to an object in a special whites only window : see that seedless eagle run the heavens so : suspended and hovering over my own safe house and spraying it with liquid hog manure literally. Check WikiLeaks. Assange looks like a creep but he saves everybody but himself so he must be. Negro do you wanna be that creepy?","['living', 'life choices', 'marriage & companionship', 'the body', 'social commentaries', 'money & economics', 'race & ethnicity']",267,1414
love,New Mutiny,Harmony Holiday,"Looks to me like you’ve been disinherited, mute-chanting while sirens scatter the will into a dull blade that can be attached to the muzzle of a rifle like a shadow or braid joke. Stray dreadlock at the bus stop/ black stranded on blue/ and grape flavored bayonet that’s the word, French, daisy-hued lemon enunciation of when. I heard you were leaving this country and you tried holding Rockefeller to daddy’s promise in the corridor of being reasonable and that he who could not sing should be made to sing and the crow pecking at synthetic kinky reggae would stow ’way home If we start thinking about the things that keep us in a place we know we shouldn’t be in and as the gates swing open jump rope like boxers training in velour short-shorts and spitfire just to keep brides in the jungle sequestered / the sore lavender nipples of the dairy cows add a rude dimension to the tasting menu but that’s what feeds you this sour mold juice, like the tiny yelling hands that piece together these machines american dolls and darn that charming cardigan made in Stanley Cowell’s incantatory shroud of a winter power outage , every shimmering object settles in cold blood but I will not be interrupted of it . I’m sending you two black babies the greeting card reads the wood of the reed splits like the chief’s prophecy/ mask , Ma remembers the one that sold her first was it her father what is a father bath on netted lots . of stray turtle doves in this tribe, ruler and thundering Bula gnawing on the missing leg of a queen’s stool, hers, m aa fa s nursing trumpet was she her father I will not be interrupted even to be my own father watching me dance and earn him a village . even by Black Christ of the Tropics begging to learn his name in silver verses I will not be interrupted I will not be interrupted","['living', 'life choices', 'parenthood', 'relationships', 'family & ancestors']",334,1808
love,Sunshower,Natalie Shapero,"Some people say the devil is beating his wife. Some people say the devil is pawing his wife. Some people say the devil is doubling down on an overall attitude of entitlement toward the body of his wife. Some people say the devil won’t need to be sorry, as the devil believes that nothing comes after this life. Some people say that in spite of the devil’s public, long-standing, and meticulously logged disdain for the health and wholeness of his wife, the devil spends all day, every day, insisting grandly and gleefully on his general pro-woman ethos, that the devil truly considers himself to be an unswayed crusader: effortlessly magnetic, scrupulous, gracious, and, in spite of the devil’s several advanced degrees, a luminous autodidact. Some people say calm down; this is commonplace. Some people say calm down; this is very rare. Some people say the sun is washing her face. Some people say in Hell, they’re having a fair.","['living', 'marriage & companionship', 'the body', 'love', 'break-ups & vexed love', 'nature', 'weather', 'social commentaries', 'gender & sexuality']",159,930
love,Metamorphosis,Jenny Xie,"Nowhere in those kerosene years could she find a soft-headed match. The wife crosses over an ocean, red-faced and cheerless. Trades the flat pad of a stethoscope for a dining hall spatula. Life is two choices, she thinks: you hatch a life, or you pass through one. Photographs of a child swaddled in layers arrive by post. Money doesn’t, to her embarrassment. Over time, she grows out her hair. Then she sprouts nerves. The wife was no fool, but neither did she wander. She lives inside a season of thrift, which stretches on. Her sorrow has thickness and a certain sheen. The wife knows to hurry when she washes. When she cooks, she licks spoons slowly. Every night, she made a dish with ground pork. Paired with a dish that was fibrous.","['living', 'growing old', 'life choices', 'marriage & companionship', 'time & brevity', 'activities', 'eating & drinking', 'jobs & working', 'travels & journeys', 'social commentaries', 'gender & sexuality']",132,738
love,“Where did the handsome beloved go?”,Jalal al-Din Rumi,"Where did the handsome beloved go? I wonder, where did that tall, shapely cypress tree go? He spread his light among us like a candle. Where did he go? So strange, where did he go without me? All day long my heart trembles like a leaf. All alone at midnight, where did that beloved go? Go to the road, and ask any passing traveler — That soul-stirring companion, where did he go? Go to the garden, and ask the gardener — That tall, shapely rose stem, where did he go? Go to the rooftop, and ask the watchman — That unique sultan, where did he go? Like a madman, I search in the meadows! That deer in the meadows, where did he go? My tearful eyes overflow like a river — That pearl in the vast sea, where did he go? All night long, I implore both moon and Venus — That lovely face, like a moon, where did he go? If he is mine, why is he with others? Since he’s not here, to what “there” did he go? If his heart and soul are joined with God, And he left this realm of earth and water, where did he go? Tell me clearly, Shams of Tabriz, Of whom it is said, “The sun never dies” — where did he go? Translated from the Persian","['living', 'marriage & companionship', 'sorrow & grieving', 'love', 'heartache & loss']",226,1121
love,Time-Traveling Tourists,Elaine Equi,"We have orgies at home. Tonight, it’s The Book of Mormon.","['love', 'desire']",11,57
love,Nice Neighbors,Elaine Equi,They don’t play loud music. They don’t have a dog. I think they’re both mimes.,"['relationships', 'home life']",15,78
love,From “Oil”,Fatimah Asghar,"We got sent home early& no one knew why. I think weare at war! I yelled to my sisterknapsacks ringing against our backs. I copy-catted from Frances who whispered it when the teachersgot silent. Can’t blame me for taking a good idea.I collect words where I find them. I’m young & no one aroundknows where my parents are from. A map on our wall & I circle allthe places I want to be. My auntie, not-blood but could be,runs the oil through my scalp. Her fingers play the strands of my hair.The house smells like badam. My uncle, not-blood but could be,soaks them in a bowl of water. My auntie says my people mightbe Afghani. I draw a ship on the map. I write Afghani under its hull. I countall the oceans, blood & not-blood, all the people I could be,the whole map, my mirror. The kids at school ask me where I’m from & I have no answer. I’m a silent girl, a rig ready to blow. The towers fell two weeks ago & I can’t say blow out loud or everyone will hate me. They all make English their own, say that’s the bomb. I know that word’s not meant for me but I collect words where I find them. I practice at night, the crater it makes of my mouth. I whisper it to my sheets,bombbombbombbombbombbombbombbombbombbombbombbombbomb a little symphony, so round. I look up & make sure no one heard.","['living', 'coming of age', 'youth', 'relationships', 'family & ancestors', 'home life', 'social commentaries', 'race & ethnicity', 'war & conflict']",243,1285
love,Queerodactyl,Roy G. Guzmán,"Spandex leggings authenticating my anaerobic exit strategies. Crotch but a bumper sticker in a heretofore-fleeting waterloo. Crunk repentance. I span our doomed alphabet soup like Jane Fonda’s antiwar legs in calisthenic videos. My zenith of hair a brown, wannabe-Fawcett, mean-ole-toucan pupic papa — . He who so feeds on an entire corpus and still starves, helms the colloquium outside the bathroom of transubstantiation.Tonight — a vastly archived Nietzschean nighttime — I anal bleach my humpty- dumpty stigmatas. Boys conch with crimson Hollywood carpets that disentangle from their cavities, accustoming their catwalks upon the blood clots of their mamacitas. As twilight uncrowns the shade, I howl effluvium, switchblade hue to hue. I plié before the gas cloud lifting jumbo leaves. Like a mythic infantry, the thirsty roaches begin to leatherflock.","['living', 'the body', 'relationships', 'gay', 'lesbian', 'queer', 'social commentaries', 'gender & sexuality']",129,856
love,Queerodactyl,Roy G. Guzmán,Jewelry boom box spittin’ bidi bidi bom bom he verges his groove of slapstick smoke across our donated mosquito nets bidi bidi bombom all night he fingertips our omnivorous junk in his cruel maw of tooth gaps magical realistic funky ass choral arrangements of servitude mighty dump truck hip-ee hip-ee dales my rotunda all over these unsullied shimmies bidi bidi bom bom orb-spider thighs cloaking his genocidal hunches Momma catapulting protection abracadabras over our twiggy panoplies we painstakingly bedecked how many times haven’t we fallen for mishandled precipices in the wrongheaded entirety of machomanic evacuation asteroid in mouth-crooked chaps guayabera deep pink guava pulp rum & coke in his fierce prayerful grip to bypass civility a Google-translated wink inumbrated eyebrows to cast embered mercies I pump bidi bidi bom bom hormonal harmonies for his jawlined mitzvahs bidi bidi bidi bidi bidi on wings only light will kerfuffle flight born at his bidding va-voomed for his favor we puff from the tail of his pickup truck we clothes- line an underwater continent marooned & whiplashed for genesis if carnage can charade competency we too can corrupt castanets timbre compulsory penances over his padded knees bidi bidi bom bom above his life insurance policy rates coma with anointed vanity with the right song a stone will pass for bread break for a fool’s sunrise achieve the love ritual cut scorn’s willy bob hither to this bomb,"['living', 'the body', 'love', 'desire', 'relationships', 'gay', 'lesbian', 'queer', 'arts & sciences', 'music', 'social commentaries', 'gender & sexuality']",234,1449
love,Queerodactyl,Roy G. Guzmán,"My heart was a dystopian berry budding in water tiger lilies claiminghocus-pocus wonder. I was broken vanity, vixen vase, victorious tête- à-tête — the Scrabble game nobody wonbecause the tiles aspired speculums. Ocean-misaligned brook / brook-misalignedagua — where else could these gospels have dawned if not in the bellies of men hyenaing a becoming?Twerking in church, I outperformed the candles diarized in the simpleminded annexation. Wussup,Blastoise with the veiniest homeboundpika-pika aim? Wussup, SimsChumbawamba Family Portrait Simulation?St. Sunny of the Sissies beheld the bukkake throngof mojo-coated cartilage squanderedon the refurbished bunk for new cetaceans. A dazzling jeremiadshone me dead until I gridlocked the algebraic expressionsof my body in question marks.These syndicated fiyahs stigmatized my herculean magmashades,but I held these walls apart, every inch of my mascara cut offapple pie.You watched me hobble home while the streets coalesced magenta. Tell Mommathe holes I cover with one error swell — & there are only inadvertent landscapesto dollop with nonetheless.","['living', 'the body', 'love', 'desire', 'relationships', 'gay', 'lesbian', 'queer', 'social commentaries', 'gender & sexuality']",156,1099
love,American Dream,Emily Jungmin Yoon,"The alcove of your arm has become my favorite room for sleep, but I’ve been roused by nightmares lately. Even thunderstorms couldn’t wake you","['love', 'desire', 'relationships', 'family & ancestors', 'arts & sciences', 'language & linguistics', 'social commentaries', 'gender & sexuality', 'race & ethnicity']",24,141
love,Windows,Sumita Chakraborty,"After Rilke's “Les Fenêtres” i how much loss gains suddenly in emphasis and brilliant sadness iifar from that which lives and turns iii languages of our vain comings and goings wilt and gnaw ivbeat them, punish them for having said and always said v tear out, finally, our spells vione life pours and grows impatient for another life vii and the lovers, look on them there, immobile and frail pinned like the butterflies for the beauty of their wings viiitoo great in the outdoors ixlike the lyre, you should be rendered a constellation","['living', 'life choices', 'the mind', 'love', 'realistic & complicated', 'nature', 'stars', 'planets', 'heavens']",93,536
love,ABC for Refugees,Monica Sok,"Cherub-bee-dee how does a man who doesn’t read English well know that cherub-bee-dum those aren’t really words-bee-dee. But birds. Cherub-bee-dum, he stumbles, reading to me by the sliding glass door cherub-bee-dee, through which I watch my brother play in the dum-dum-yard. Cherub-bee-dee, cherub-bee-dum, like how my father saysFine then! Leave! My mother shouts, Stupid! Dumb! We live in a small bee-dee-nest too, one hallway to bee-dum-slam doors. Birds? What are birds? Thanks to my father, reading with me, I have more feathers. T-H-E. First word he ever taught me to pluck ... It is a word used all the time. Cherub-cherub-bee-dum!The mail. The mailbox. The school bus. The the. He asks me to read the mail. Not birds, mail. If you don’t read this, you will turn into birds. And I read it to him the best I can. The end. A feather. Two feathers. The. The end. Mother, mother. Repeat after me. Cherub-bee-dee, cherub-bee-dum! We read together before bedtime.","['living', 'parenthood', 'youth', 'activities', 'travels & journeys', 'relationships', 'family & ancestors', 'arts & sciences', 'language & linguistics']",160,964
love,The Orchestral Audition,Jana Harris,"I really fucked up. My E-flat key was loose. I only got a few hours of sleep the night before because Robyn and I were on the phone. They gave me the wrong repertoire list. How was I to know that high altitude affects clarinet reeds? I ran out of beta blockers. I forgot to bring a water bottle. I was worried that they’d hire that asshole who they don’t like because he threatened to blackball them at the union meeting. The acoustics were terrible. The second violinist used a new rosin and that threw her off, which unnerved me. My tinnitus roared the whole time. Robyn auditioned right before me. Just as I blew the first note, it dawned on me that Robyn might be sleeping with the conductor. Someone backstage slammed a door and I had to start all over again. The concertmaster doesn’t know a trumpet from a trombone, but since he’s powerful in a certain tiny corner of the music world everyone feels forced to curry favor with him. I forgot to eat. The audition committee talked the whole time. A clang in the heating system was near deafening. My carpal tunnel flared up. My neck twinges flared up. My arthritis flared up. I only got a few hours of sleep. I would have won the last competition, except that the concertmaster’s student was appointed with no audition, so I kept wondering if the same thing would happen again. I forgot I wasn’t playing the flute. I only got a few hours of sleep because Robyn and I were on the phone all night and decided to end our marriage. I really fucked up.","['living', 'disappointment & failure', 'marriage & companionship', 'love', 'break-ups & vexed love', 'realistic & complicated', 'arts & sciences', 'music']",278,1501
love,Face Blindness,Cynthia Arrieu-King,"They look at the photo and agree that’s dad in the class photo of Ip Man, Wing Chun master. I look at the face and cannot say it looks like him to me. My brother asked his forensics detective coworker to look at the face. Mom thinks it’s him too, he says proudly. My mother often watches game shows and says look it looks like (insert neighbor) and I look up to see some not-even-ballpark bone structure. What was my father’s face like when he left his country? What was his face like when, alone, he made the pork and peas, washed socks. This wretched neighborhood, when I say hi to white people on the street they don’t say hi back. Chinese either. Who has mastered this face, no sweeping lashes, just one naked thought after another. The young people I think I smile at in a dark crowd who walk away as if my face said, You’re standing in my way move along. I’d dress as Robert Smith or The Crow in high school and friends would say, But you look normal that way. I mention my Han melancholy and you murmur, No, Grandpa told Uncle DiDi we’re Mongolian, I thought you knew? You who had permission to deck any lump on the bus, who got asked later, Are you okay? I walk down the street feeling overly safe, I dgaf and want to magic you my extra. But my face fails me with a weak best, what friends know as “powered- down mode.”What in the world is she thinking is what I sometimes ask myself, says a colleague about this face. What I partly see, what partly disappears in the mirror.","['activities', 'travels & journeys', 'relationships', 'family & ancestors', 'social commentaries', 'race & ethnicity']",283,1483
love,A Short History of Silence,Jane Yeh,"In our house, all the clocks are turned off and the mirrors Don’t work. We sit like bread in a stay-fresh wrapper, Keep ourselves to our selves. Sometimes the speeches Are so beautiful it hurts. On the porch where we can’t be Seen to smile, the honeysuckle meshes with silent Weeds. We rock back and forth, back and forth in our long Black dresses. Mosquitoes taste our blood and find it good. Inside, candles are lit every night and keep going Until they burn themselves down. We kiss our fingers To our lips like Italians, promise we’ll never look back.Whip-poor-will. When the doorbell rings we don’t answer. In winter, the fur grows long on the horses and the ice Grows long on the eaves. We sleep in the same bed Like good animals, braid our hair together, tailor Our limbs to fit. Conspiracy of wood.","['relationships', 'home life', 'nature', 'animals', 'winter']",145,806
love,Vampires Today,Kristen Tracy,"Once, there was a year where every romance had fangs. It was hard to open up a novel without a vampire bearing down on a young, virgin neck. Soon, they were on the television. Later, the sidewalks. Teenagers. They owned us with their hackneyed plots. Platinum fleur-de-lis emblazoned on their jeans.How do they wash them? I asked. They don’t, my friend said. It’s part of what keeps them so dark and stiff. An entire generation has arrived dark and stiff. Unlike my pliable, light, pubescent years. I grew up reading Little House on the Prairie. Sweet, blind Mary stole my heart. Turn the page. Oklahoma. Wild mustangs. Malaria. And Pa. Talk about a hero. Now they have boys so angry they transform into wild, shirtless dogs. They are maniacs, these fans. They beg their mothers to drive them to the theater where they burst into dollars and popcorn in their seats. They want the car tossed off their withering girl bodies. Lured from their couches, they are eager to be taken from their lives and placed directly in the vampire’s mouth. Younger and younger. Cha-ching. Is there nothing anyone can do?","['living', 'coming of age', 'youth', 'love', 'romantic love', 'social commentaries', 'popular culture']",191,1101
love,Contact,Dani Couture,"Cloud cover like a badly made bed, ruched in sections, rushed. Whatevered for reasons of a lifetime of do-overs. Why bother trying to change? The gathered duvet sometimes mimics you, makes double. Dopples a decoy. An escape plan. The safety of numbers and cover. When the wing dips, a hole in the sky revealed. Until then, a man in the aisle seat. Calculations to see if it’s possible to slide through the fisheye window if he touches your thigh again, your face. We like our planes fashioned after ships. The illusion one could jump or be forced off and possibly survive between the distance and everything that wants to live how it’s always lived. Without compromise. When does knowing a person begin? Was it when he said you look like his ex-wife? Hair naturally red, not like yours. Fake. He can tell, but it’s OK. What your children together would look like. That if you had been born in Fayetteville, he would’ve liked to have known you. Feels he does. Not like the absent husband his mind weds you to. The one who abandoned you to his company like a firing squad to its post waiting for a reason to prove worth. The moment he asked for vodka on the 53-minute flight from Charlotte to Wilmington to bridge the gap between pre- and post-flight beers. Or how he lifted his shirt to show you where his lungs had been punctured and once collapsed, he said he’d briefly died and now is, briefly, alive.","['living', 'marriage & companionship', 'love', 'desire', 'activities', 'travels & journeys']",253,1403
love,My Father’s Birthday Is the Day Before Mine,Michael Prior,"The last train pulses across the pane and fireflies spark beside the tracks. Acne’s red wing flames my face: I can’t take back this skin. In the other room, a drugstore Timex synchronizes with the faucet’s drip. If I squint, the fireflies align their lives to map the summer’s migraine of flowers that were weeds. You say, but I think they’re just trying to survive —","['living', 'coming of age', 'parenthood', 'love', 'realistic & complicated', 'relationships', 'family & ancestors', 'nature', 'animals', 'summer']",66,367
love,He Said She Said,Sachiko Murakami,"I swallowed the sweet thing in a dream. I woke up heavy. I said, what’s the matter with you. I said, stop seeing what’s the matter with me. I ran to/from only moving one frantic eye. Something snitched. Then back to the argument. It is more acceptable to steal from the ether. When you said, we take matters into our own hands. I didn’t start the day with a ritual. Again. Twenty days and counting! I said, I was supposed to address my wrongs to you. The sweetgrass still in its plastic. Keep it there for its poetry? Then the driftwood resting on my father’s ashes. Well, you said, ecstasy from a fluted throat. Ha. As if there were presence enough in me to notice, before this. I said, I’m less angry now that you don’t exist. Then the aha moment announced. Whistling nothing like wind through fistulae. That happens here. Left to my own devices, I said. As if language were a refuge. As though the sound of walls.","['living', 'life choices', 'relationships', 'men & women']",170,916
love,"I am dark, I am forest",Jennifer Givhan,After Rilke I carried a bowl of menudo into the forest / I carried my bisabuela’s tripas not daring ask whose intestines I carried / con cilantro y radish y cebolla chopped fine / I carried the sewing machine they’d chained her to in the garment district downtown I carried the forest crackling against asphalt where her chanclas burnt & melted so I carried her too / I wore no red / I bore no basket / there was no forest but an avocado tree in the backyard of the house they made her sell to get her Medicare for her diabetes shots / I carried her sugarwater / a hummingbird great-granddaughter I carried her flickering / her black- & white-screened / I carried her face / the scars her warped esposo left her granddaughter / carried those wounds through the womb / not wolf but blue-eyed man / I stirred the menudo / my belly the pot / & scalding into the forest I carried / & that tree I chopped down chopped into a boat & carried my mother & my bisabuela across the chile-red sopa the blood-water broth / named her daughter / what forest have we made for her I cannot see / I carried darkness into the forest & sliced it out.,"['living', 'health & illness', 'sorrow & grieving', 'the body', 'relationships', 'family & ancestors', 'nature', 'trees & flowers']",217,1130
love,A Horse Dies Once That Is a Lie,Rosebud Ben-Oni,Somewhere in kentucky she went for kicksspiked polka-dot mintjulep grade 1 stakes white-glovedclubhouse how-you-do-seesuntil all the horses broke their legs & for all the horses my exjoined the seine-et-oisethoroughbred liberation front & shecrashed all the bentleys & it was I who bledin derby countryside where horsesdie in japaneseslaughterhousesdefrockedof rose blanket & blue ribbon& how very they wentin the kind of darkness knowingonly my oldkentucky home no longer a run for the roses it’s besiegedwith cannibals & thieves& only millionaires row singsa hero is a horse without a heart that never achesfor lovers who cross themone too many timeswhen we kill one horse all of them diewaitinglong after kentucky & she slips white gloves on my hands bent from carrying her on nyc streets jammed the wrong way in every directionhow merry are wehow merryhow bright-shine beaming no longer weeping& she bears my head to the heat& I let it all go& bet my last hat & home& how& how very are we& it changes everything,"['living', 'sorrow & grieving', 'love', 'break-ups & vexed love', 'relationships', 'gay', 'lesbian', 'queer', 'nature', 'animals']",165,1015
love,Five Chinese Verses,Wendy Xu,"Music, wind, someone’s car horn Imagining to return Buddha’s big toe on the lake Your intricate gaze of form Eating the lake like a word Unzipped carefully by day You walked it hesitantly You taste something step by step• Losing my way, wildly blue Perhaps annotated past The return gaze, my snowfall My city gate firmly shut Even to wonder how you’ve been Isn’t what you want, therefore Lightly enclosing my text Cast down toward what I’ve not seen• Happily a ceiling fan You grasp the word sweltering Days are tectonic, the sound Of one memory spoken Who waits for you at the lake’s Wild edge? Bright glint of the noun You knew dissatisfaction Speaking even against time• Recorded a length of time I held memory tightly Unoriginal dimming Of the light there, a found scene Number three on the dirt path Father carries his school bag Without use for meter, yet Both skies open to thunder• Don’t speak to me of sorghum Red fields, pressed up toward a sky Whatever called to me there Too wild, attempting a face Old verses for my father Dignify the cooling page Black earth is the word it makes Tilts forward, consequential","['relationships', 'family & ancestors', 'nature', 'landscapes & pastorals', 'seas', 'rivers', '& streams', 'trees & flowers', 'weather']",199,1122
love,"Lousy with unfuckedness, I dream",Amy Key,each night I count ghostlets of how my body was wanted / behind with deadheading / rose hips have come / behind with actions that count only / when the timing is right / I took out a contract / it was imprudent in value / behind with asepsis / hello microbes of my body / we sleep together / hello cats / I make my bed daily / of the three types of hair on the sheets / only one is human / I count the bedrooms / I never had sex in / but there were cars / wild woods / blackfly has got to all the nasturtiums / you cannot dig up a grapevine / and expect shelter to come / I am touched by your letter / writes a friend / you prevaricate desire / says message / all this fucking / with no hands on me,"['living', 'the body', 'love', 'desire', 'nature', 'trees & flowers']",151,698
love,A marble bath,Amy Key,she at last had permission to use the marble bath for the marble bath she untied a paper bag of periwinkle bath salts & flicked them into the water as though cracking a whip she untied her hair she untidied her hair tested the water with the soft pads of her toes (tips of bladder wrack in the sun) her skin her markings (as for the bath) — interior-of-Stilton at last underwater she drew breath from every shell collected from every beach later in the evening when dressed for bed she rejoined her brothers & sister & they were each served a portion of the last portion,"['living', 'life choices', 'relationships', 'family & ancestors', 'home life', 'nature', 'seas', 'rivers', '& streams']",107,570
love,A Symmetry,Ari Banias,"The magnolia before it blooms stands bare as a statue from antiquity or a shaved puss, it flowers first then greens. A pissed off dyke climbs into the branches to be held by an ancient indifference and both were me. Yet it’s possible I am a short bald man. That I am neither a big-bosomed wide-hipped pretty nor a short bald man. An antelope, an elk, a deer on this rug, a twiggy tree. The genderless squat figure, solo, blurry, hands on hips, that repeats. A plush life of winter and summer colors of flowers alongside tight checkered bands edging the broad green center where we look for each other, a woods, a pasture, a park, a yard, a median of grass set in a concrete mold situated within a pay lot. How it feels to stand outside a house at night whose lights are on. Whose lights are on.","['relationships', 'gay', 'lesbian', 'queer', 'nature', 'trees & flowers', 'social commentaries', 'gender & sexuality']",150,794
love,Neighbors Smoke on an Apartment Porch Owned by a Mental Health Agency,Sheryl Luna,"Dazed with rambling gossip, their looming net of mistakes, their love of rumor, they all dream arousal. They are far from indifferent. Their language bellows need. A gull darts over and behind bare buildings, shaggy forests, mountains, city streets. Trees lose leaves, and one man insists the leaves aren’t dying after collecting outdated food at church, upswing in full euphoric force, he’s certain he’s spreading world peace. Men at work lumber to dumpsters. Oaks yellow. Rocks trap leaves. Jehovah’s Witnesses mouthed salvation. Janice listened wishful, but today she relays her own bitter story: lazy sister-in-law fat on a couch, quarter-sized bedsores on her ass, brother-in-law blind, stumbling drunk. Hearts rigid and numb, neighbors forget crepe myrtle blooming pink. Impermanent and frenetic worry hums. Eyes grow glaucoma blue. Sucking cigarettes and mumbling, they stand hardy as an autumn day’s geraniums, hard before winter.","['living', 'life choices', 'activities', 'jobs & working', 'relationships', 'family & ancestors']",142,938
love,Resting on the Ground with My Love in the Rattlesnake Habitat,Alice Lyons,"She pronounces Chama the name of the milky green river with a richness in the ch I cannot muster, puts a hard d on the end of her ands. anD. anD. anD. Like the river she is asking to be endless anD shifting. To stream. I’d scouted the knoll of oaks for rattlers, being beyond the bounds of Coverage having no means to learn their habits. So I lay down with her on the ground. Their ground. AnD I willed to forget the cares of my later-in-life job search. Job. Which is also Job, a man in the Bible. Which is a book. The oaks of the knoll were leaning into the Chama like girls washing their hair in basins. I thought of EB shampooing Lota, of Frost’s birches, of Plath’s Wych elms which I’d like to have googled. Did snakes favor oak knolls? Did Georgia O’Keeffe worry about health insurance costs in Abiquiú? AnD beside me my love streaming, her poodles distantly nosing the chamisa. Standards. I thought I had them. Put art at the front of the queue wych is different from quiú. AnD now this. Biblical the proportions of this breaking-back-into-a-country-I’d- locked-myself-out-of phase. Was it scenic? I liked the pachysandra, branches of oak taking all that space from the sky. But then everybody disappeared to their offices. Three times I wrote work work work when woke was what I wanted to write. Miniature is the acorn I fingered in the soft flour-sack pocket of my jeans. Acorn smaller than East Coast or indeed Irish Oak varieties wych she handed me anD how hungrily I pocketed its little body.","['love', 'romantic love', 'activities', 'jobs & working', 'nature', 'seas', 'rivers', '& streams', 'trees & flowers', 'arts & sciences', 'poetry & poets']",271,1504
