Label,Title,Poet,Poem,Tags,Poem_word_count,Poem_char_count
the spiritual,This World is not Conclusion (373),Emily Dickinson,"This World is not Conclusion. A Species stands beyond - Invisible, as Music - But positive, as Sound - It beckons, and it baffles - Philosophy, dont know - And through a Riddle, at the last - Sagacity, must go - To guess it, puzzles scholars - To gain it, Men have borne Contempt of Generations And Crucifixion, shown - Faith slips - and laughs, and rallies - Blushes, if any see - Plucks at a twig of Evidence - And asks a Vane, the way - Much Gesture, from the Pulpit - Strong Hallelujahs roll - Narcotics cannot still the Tooth That nibbles at the soul -","['living', 'life choices', 'religion', 'christianity', 'faith & doubt', 'the spiritual', 'social commentaries', 'history & politics']",108,557
the spiritual,Hymn,A. R. Ammons,I know if I find you I will have to leave the earth and go on out over the sea marshes and the brant in bays and over the hills of tall hickory and over the crater lakes and canyons and on up through the spheres of diminishing air past the blackset noctilucent clouds where one wants to stop and look way past all the light diffusions and bombardments up farther than the loss of sight into the unseasonal undifferentiated empty stark And I know if I find you I will have to stay with the earth inspecting with thin tools and ground eyes trusting the microvilli sporangia and simplest coelenterates and praying for a nerve cell with all the soul of my chemical reactions and going right on down where the eye sees only traces You are everywhere partial and entire You are on the inside of everything and on the outside I walk down the path down the hill where the sweetgum has begun to ooze spring sap at the cut and I see how the bark cracks and winds like no other bark chasmal to my ant-soul running up and down and if I find you I must go out deep into your far resolutions and if I find you I must stay here with the separate leaves,"['activities', 'travels & journeys', 'nature', 'landscapes & pastorals', 'trees & flowers', 'religion', 'god & the divine', 'the spiritual']",221,1137
the spiritual,The Word That Is a Prayer,Ellery Akers,"One thing you know when you say it: all over the earth people are saying it with you; a child blurting it out as the seizures take her, a woman reciting it on a cot in a hospital. What if you take a cab through the Tenderloin: at a street light, a man in a wool cap, yarn unraveling across his face, knocks at the window; he says, Please. By the time you hear what he’s saying, the light changes, the cab pulls away, and you don’t go back, though you know someone just prayed to you the way you pray. Please: a word so short it could get lost in the air as it floats up to God like the feather it is, knocking and knocking, and finally falling back to earth as rain, as pellets of ice, soaking a black branch, collecting in drains, leaching into the ground, and you walk in that weather every day.","['the spiritual', 'social commentaries', 'cities & urban life', 'class', 'money & economics']",158,797
the spiritual,john,Lucille Clifton,somebody coming in blackness like a star and the world be a great bush on his head and his eyes be fire in the city and his mouth be true as time he be calling the people brother even in the prison even in the jail i’m just only a baptist preacher somebody bigger than me coming in blackness like a star,"['religion', 'christianity', 'social commentaries', 'race & ethnicity']",62,303
the spiritual,spring song,Lucille Clifton,the green of Jesus is breaking the ground and the sweet smell of delicious Jesus is opening the house and the dance of Jesus music has hold of the air and the world is turning in the body of Jesus and the future is possible,"['nature', 'spring', 'religion', 'christianity', 'god & the divine']",45,223
the spiritual,Night Feeding,Muriel Rukeyser,"Deeper than sleep but not so deep as death I lay there dreaming and my magic head remembered and forgot. On first cry I remembered and forgot and did believe. I knew love and I knew evil: woke to the burning song and the tree burning blind, despair of our days and the calm milk-giver who knows sleep, knows growth, the sex of fire and grass, renewal of all waters and the time of the stars and the black snake with gold bones. Black sleeps, gold burns; on second cry I woke fully and gave to feed and fed on feeding. Gold seed, green pain, my wizards in the earth walked through the house, black in the morning dark. Shadows grew in my veins, my bright belief, my head of dreams deeper than night and sleep. Voices of all black animals crying to drink, cries of all birth arise, simple as we, found in the leaves, in clouds and dark, in dream, deep as this hour, ready again to sleep.","['living', 'the body', 'the mind', 'religion', 'the spiritual', 'mythology & folklore', 'ghosts & the supernatural']",170,885
the spiritual,Lemon Tree,Landis Everson,"A tree that grew in the Garden of Eden a tree of innocence called the Tree of Good and Evil. It was harmless as opposites are in balance. It was also tasteless, the taste of innocence before it is betrayed. When God removed the wall he gave the lemon thorns and bitterness because it had no hostility. It is a taste we want most to subdue. It asks to be left alone. We use it with fish and tea. We sugar it. Look out the window. It stands with a donkey’s stance, hoping the day will pass. Its scent through the curtains cuts through mustiness, sharp with sweet blossoms. It hides the smell of new babies. ﻿﻿","['living', 'life choices', 'nature', 'trees & flowers', 'religion', 'god & the divine']",117,607
the spiritual,Into These Knots,Ashley Anna McHugh,"Tell us how the soul is bound and bentinto these knots, and whether any ever frees itself from such imprisonment. —Canto XII, Inferno ﻿ I say, Without a God there is no hell.There’s only this—. She rustles for her keys. The apple tree sheds petal after petal. She says, Let’s take you to the hospital. The petals spin like sparks. I close my eyes and say, Without a God there is no hell, and there is only this. It’s just as well. The lawn is red and white. She asks, Who says?How do you know? The wind fells every petal. She says, Let’s take you to the hospital. I cannot breathe. I cannot tell her, Yes—. Because without a God there is no hell, as she whispers, Talk to me, I know I will clamber—but not toward heaven, toward the sky, eyes winking behind petal after petal. The rope-burnt bark will flake away and fall. Knot on my neck, the rest would be so easy: I’ll pray, Without a God there is no hell, then slip through petals—through petal after petal.","['living', 'health & illness', 'the body', 'religion', 'god & the divine']",181,960
the spiritual,Dust,Dorianne Laux,"Someone spoke to me last night, told me the truth. Just a few words, but I recognized it. I knew I should make myself get up, write it down, but it was late, and I was exhausted from working all day in the garden, moving rocks. Now, I remember only the flavor — not like food, sweet or sharp. More like a fine powder, like dust. And I wasn’﻿t elated or frightened, but simply rapt, aware. That’﻿s how it is sometimes — God comes to your window, all bright light and black wings, and you’﻿re just too tired to open it.","['living', 'the mind', 'religion', 'god & the divine']",101,517
the spiritual,truth,Gwendolyn Brooks,"And if sun comes How shall we greet him? Shall we not dread him, Shall we not fear him After so lengthy a Session with shade? Though we have wept for him, Though we have prayed All through the night-years— What if we wake one shimmering morning to Hear the fierce hammering Of his firm knuckles Hard on the door? Shall we not shudder?— Shall we not flee Into the shelter, the dear thick shelter Of the familiar Propitious haze? Sweet is it, sweet is it To sleep in the coolness Of snug unawareness. The dark hangs heavily Over the eyes.","['living', 'disappointment & failure', 'life choices', 'religion', 'the spiritual']",101,536
the spiritual,"Book 6, Epigram 7: In prophanationem nominis Dei. ﻿",Thomas Bastard,"God’s name is bare of honour in our hearing, And even worn out with our blasphemous swearing. Between the infant and the aged, both The first and last they utter, is an oath. Oh hellish manners of our profane age. Jehovah’s fear is scoffed upon the stage, The Mimicking jester, names it every day; Unless God is blashphem’d, it is no play. ﻿","['religion', 'christianity', 'arts & sciences', 'theater & dance', 'social commentaries', 'popular culture']",63,341
the spiritual,Little or Nothing,Ken Mikolowski,"there are these trees. and beyond these trees, trees. and beyond that little or nothing. little fields and nothing but sky.","['living', 'the mind', 'nature', 'landscapes & pastorals', 'religion', 'the spiritual']",21,123
the spiritual,Buddhist New Year Song,Diane di Prima,"I saw you in green velvet, wide full sleeves seated in front of a fireplace, our house made somehow more gracious, and you said “There are stars in your hair”— it was truth I brought down with me to this sullen and dingy place that we must make golden make precious and mythical somehow, it is our nature, and it is truth, that we came here, I told you, from other planets where we were lords, we were sent here, for some purpose the golden mask I had seen before, that fitted so beautifully over your face, did not return nor did that face of a bull you had acquired amid northern peoples, nomads, the Gobi desert I did not see those tents again, nor the wagons infinitely slow on the infinitely windy plains, so cold, every star in the sky was a different color the sky itself a tangled tapestry, glowing but almost, I could see the planet from which we had come I could not remember (then) what our purpose was but remembered the name Mahakala, in the dawn in the dawn confronted Shiva, the cold light revealed the “mindborn” worlds, as simply that, I watched them propagated, flowing out, or, more simply, one mirror reflecting another. then broke the mirrors, you were no longer in sight nor any purpose, stared at this new blackness the mindborn worlds fled, and the mind turned off: a madness, or a beginning?","['living', 'the mind', 'time & brevity', 'nature', 'stars', 'planets', 'heavens', 'religion', 'buddhism', 'the spiritual']",241,1316
the spiritual,Passing Over Your Virtues,Vicki Hearne,"To pass over in silence Is to acknowledge logic, The necessity of form, The stunning curve of language, The curious way it seems To turn out that “love” means “need” Even in a lush garden. To pass over the Red Sea Or your bounty—so long as True silence and not some tense Paralysis of the false Is achieved—then Passover Is always a charity, The painted fish in the blue Water turns to their own colors. To pass over in silence Is to acknowledge you if This chatter dissolve as it Will in the marvelous sky.","['living', 'life choices', 'religion', 'faith & doubt', 'god & the divine', 'judaism', 'arts & sciences', 'language & linguistics']",95,507
the spiritual,Christ at Gallipoli,Geoff Page,"This synod is convinced that the forces of the Allies are being used of God to vindicate the rights of the weak and to maintain the moral order of the world. Anglican Synod, Melbourne, 1916. Bit weird at first, That starey look in the eyes, The hair down past his shoulders, But after a go with the ship’s barber, A sea-water shower and the old slouch hat Across his ears, he started to look the part. Took him a while to get the way A bayonet fits the old Lee-Enfield, But going in on the boats He looked calmer than any of us, Just gazing in over the swell Where the cliffs looked black against the sky. When we hit he fairly raced in through the waves, Then up the beach, swerving like a full-back at the end When the Turks’d really got on to us. Time we all caught up, He was off like a flash, up the cliffs, After his first machine gun. He’d done for three Turks when we got there, The fourth was a gibbering mess. Seeing him wave that blood-red bayonet, I reckoned we were glad To have him on the side.","['christianity', 'social commentaries', 'war & conflict']",197,1008
the spiritual,My Mother’s God,Geoff Page,"My mother’s God has written the best of the protestant proverbs: you make the bed you lie in it; God helps him who helps himself. He tends to shy away from churches, is more to be found in phone calls to daughters or rain clouds over rusty grass. The Catholics have got him wrong entirely: too much waving the arms about, the incense and caftan, that rainbow light. He’s leaner than that, lean as a pair of grocer’s scales, hard as a hammer at cattle sales the third and final time of asking. His face is most clear in a scrubbed wooden table or deep in the shine of a laminex bench. He’s also observed at weddings and funerals by strict invitation, not knowing quite which side to sit on. His second book, my mother says, is often now too well received; the first is where the centre is, tooth for claw and eye for tooth whoever tried the other cheek? Well, Christ maybe, but that’s another story. God, like her, by dint of coursework has a further degree in predestination. Immortal, omniscient, no doubt of that, he nevertheless keeps regular hours and wipes his feet clean on the mat, is not to be seen at three in the morning. His portrait done in a vigorous charcoal is fixed on the inner curve of her forehead. Omnipotent there in broad black strokes he does not move. It is not easy, she’d confess, to be my mother’s God.","['family & ancestors', 'christianity', 'god & the divine']",247,1329
the spiritual,Monster [It's possible I misconstrued you],Brook Emery,"It’s possible I misconstrued you, laid too much emphasis on the uniqueness of a birth, failed to acknowledge circumstance could corrupt, sustain; I indulged myself in accusations against an absolute. I don’t believe what I then believed. You are not responsible for Leibniz or the Lisbon quake, for the twenty-six-eyed and sixty-arsed box jellyfish, that the cosmos is shaped like a soccer ball; or for the dosido of right and wrong around the garden bed. You are not the monster I thought you were, not by definition or necessity the one immutable. You are a creator caught in a creator’s net, in fact a creature. Every horror has its own pathology, the disease infects the flock. Prey present as predators, the malefactors replicate even as the angels experiment with cures. Each encounter pulls against reductive story, says I will not, I am just (an instant, an instance), and reference skews on maps not drawn to scale. I know saintliness exists. It’s all around me. My next door neighbours in their simple modesty, the lady down the street who is always helping someone older than herself. Even the slow judicial process conceives it natural to be better than we are. I’m trying to shoo the gloomy birds away but crows repeat about me on the lawn; and the vulture and the kite, the cuckoo and the owl: should I have given up the ghost when I was drawn from the womb?","['religion', 'god & the divine', 'the spiritual']",240,1372
the spiritual,Monster [I can't get my head around it],Brook Emery,"I can’t get my head around it. How did we devise a concept like just war: the slain of the Lordare dung upon the ground. I know there are distinctions it is important to make and I don’t expect perfection but the chicanery of subtle thought . . . if I pick it all apart will anything be left to sew back into sense? Cleverer minds are reconciled. Cultured, poised, the government official (Should I give him spectacles? Should they reflect the light?) pauses and replies:The President regrets . . . but consider the alternative … would you offer succour… and I can almost understand. I sleep with reason as my lover, wake beside a monster in my bed. I fumble beneath the mask, shape my lips to the prospect of a kill, feel your thigh against my rump, your fingers at my throat. Oh, Rakosi, I’m still strumming on my lyre. Is there really so much wrong with that? I’m embarrassed by the flimsiness of my resolve, the silliness of saints and monsters, conversations with a being who can’t plausibly exist, this mockery of flagellation: this is my defective heart, this my amputated foot, this the bandage from around my head. A monster dies in the middle of his trial, another denies the power of the court, two more evade arrest: in politic’s parlour game, each day annuls the last. 9/11, I say, and Afghanistan, Bali and Iraq, but I can’t fix a year to each event, what is, what well might be, are steam against a bathroom mirror: I see bits, an eye but not its double, the other ear, a chin that lacks a jawbone for support.","['religion', 'faith & doubt', 'arts & sciences', 'poetry & poets', 'social commentaries', 'history & politics', 'war & conflict']",280,1525
the spiritual,The Menger Sponge,Stephen Edgar,"God made everything out of nothing; but the nothing shows through —Paul Valéry Lost from all angles but the sun’s, This woken morning, It clicks its brilliance into place at once, If you follow the fall of light— A spider web, head-high, adorning The woodshed’s entrance like a sheet Of gold-shot fabric, metal-tight, That, even so, one handswipe could delete, Collapsing all That spacious architecture to a tacky ball. It brings to mind the mathematician’s Monstrous idea, The Menger sponge, where infinite excisions Out of a solid cube delete Its substance while its form stays clear: The central ninth is cut from a square; Eight smaller squares remain; repeat For each; and so on with this lattice of air: A formula For zero volume, infinite surface area. Enough. The estuary’s slung Like gold-shot cloth Over a gulf of shifting airs. Among Cloud-drifts of beaten eggwhite floats, As though confected of such froth, The mountain. Like a Chinese screen, The fabric of the view devotes Almost all blankness to this hanging scene, This one handsweep Of water, creased like the cheek of someone roused from sleep.","['nature', 'animals', 'landscapes & pastorals', 'trees & flowers', 'god & the divine', 'architecture & design']",185,1113
the spiritual,Psalm 84,Mary Sidney Herbert Countess of Pembroke,"How lovely is thy dwelling, Great god, to whom all greatness is belonging! To view thy courts far, far from any telling My soul doth long and pine with longing Unto the God that liveth, The God that all life giveth, My heart and body both aspire, Above delight, beyond desire. Alas, the sparrow knoweth The house where free and fearless she resideth; Directly to the nest the swallow goeth, Where with her sons she safe abideth. Oh, altars thine, most mighty In war, yea, most almighty: Thy altars, Lord, ah, why should I From altars thine excluded lie? Oh, happy who remaineth Thy household-man and still thy praise unfoldeth! Oh, happy who himself on thee sustaineth, Who to thy house his journey holdeth! Me seems I see them going Where mulberries are growing: How wells they dig in thirsty plain, And cisterns make for falling rain. Me seems I see augmented Still troop with troop, till all at length discover Zion, where to their sight is represented The Lord of hosts, the Zion lover. O Lord, O God, most mighty In war, yea, most almighty: Hear what I beg; hearken, I say, O Jacob’s God, to what I pray. Thou art the shield us shieldeth: Then, Lord, behold the face of thine anointed One day spent in thy courts more comfort yieldeth Than thousands otherwise appointed. I count it clearer pleasure To spend my age’s treasure Waiting a porter at thy gates Than dwell a lord with wicked mates. Thou art the sun that shineth; Thou art the buckler, Lord that us defendeth: Glory and grace Jehovah’s hand assigneth And good without refusal sendeth To him who truly treadeth The path to pureness leadeth. O Lord of might, thrice blessed he Whose confidence is built on thee.","['religion', 'christianity', 'god & the divine']",298,1674
the spiritual,O,Mary Sidney Herbert Countess of Pembroke,"Oh, what a lantern, what a lamp of light Is thy pure word to me To clear my paths and guide my goings right! I swore and swear again, I of the statues will observer be, Thou justly dost ordain. The heavy weights of grief oppress me sore: Lord, raise me by the word, As thou to me didst promise heretofore. And this unforced praise I for an off’ring bring, accept, O Lord, And show to me thy ways. What if my life lie naked in my hand, To every chance exposed! Should I forget what thou dost me command? No, no, I will not stray From thy edicts though round about enclosed With snares the wicked lay. Thy testimonies as mine heritage, I have retained still: And unto them my heart’s delight engage, My heart which still doth bend, And only bend to do what thou dost will, And do it to the end.","['religion', 'christianity', 'god & the divine']",155,792
the spiritual,Psalm 150,Mary Sidney Herbert Countess of Pembroke,"Oh, laud the Lord, the God of hosts commend, Exalt his pow’r, advance his holiness: With all your might lift his almightiness; Your greatest praise upon his greatness spend. Make trumpet’s noise in shrillest notes ascend; Make lute and lyre his loved fame express; Him let the pipe, him let the tabret bless, Him organ’s breath, that winds or waters lend. Let ringing timbrels so his honor sound, Let sounding cymbals so his glory ring, That in their tunes such melody be found As fits the pomp of most triumphant king. Conclude: by all that air or life enfold, Let high Jehovah highly be extolled.","['religion', 'christianity', 'god & the divine']",105,598
the spiritual,Petition,Dilruba Ahmed,"What god will catch me when I’m down, when I’ve taken sufficient drink to reveal myself, when my words are little more than a blurring of consonant and vowel? I’m drunk on spring: branches of waxy leaves that greet me at my driveway, a family clutching trays of sweets. How can I sing of this? If I cannot sing, then make me mute. Or lend me words, send me the taste of another’s prayer, cool as a coin newly minted on the tongue.","['activities', 'eating & drinking', 'nature', 'spring', 'religion', 'the spiritual']",83,430
the spiritual,Seeding an Alphabet,Emily Warn,"To invent the alef-beit, decipher the grammar of crows, read a tangle of bare branches with vowels of the last leaves scrawling their jittery speech on the sky’s pale page. Choose a beginning. See what God yields and dirt cedes when tines disturb fescue, vetch, and sage, when your hand dips grain from a sack, scattering it among engraved furrows. Beyond the hill, a plume of dust where oxen track the hours. Does God lead or follow or scout? To answer, count to one again and again: a red maple leaf and a yellow maple leaf that wind rifles and rain shines until they let go, blazing their scripted nothingness on air.","['nature', 'trees & flowers', 'religion', 'god & the divine', 'arts & sciences', 'language & linguistics']",112,620
the spiritual,The Tabernacle,Emily Warn,"Hope fills me this morning as I fashion letters into a tree that sighs, that stays put yet moves, reaching to its limits, swaying and settling, a compass pointing to its place on earth where every morning it blocks the sun for me, at work in my studio, where I scratch and scrawl and loop letters into shapes so I can enter the Tabernacle of their bodies and hear each foot, each syllable sending its roots to a depth as great as that tree’s, which has been standing and rooting and swaying long before I came to memorize its plain mystery, its wide-bodied hull open to stars at night, each a point that I lengthen into a letter and each letter into a word, and with the words build a Tabernacle for the ten most broken and the ten most resonant words. I will place them in an inner sanctum enclosed by hanging carpets, and outside it, another space enclosed by carpets, and outside it, another, so that those who wish to read the words, to say them out loud, must first pull one curtain back and step inside, and then another, and another until they arrive in a hushed space, a soundproofed, heavy quiet where they come to know that which makes all things day after day, and out of which the earth was made. Stepping behind each curtain they learn that the mystery of making is not a secret hidden within but a series of moves, a sequence of steps, outlined on a blueprint with notes and call-outs, white on black, constellations in the night sky, the primordial living Torah, circulating in the letters as trees circulate light, capturing it with their leaves, caching it within the soil, then drawing it back up, watering the tallest branches with the radiant dark.","['religion', 'judaism', 'arts & sciences', 'language & linguistics', 'poetry & poets']",303,1668
the spiritual,Smoke,Théophile Gautier,"Over there, trees are sheltering A hunchedback hut... A slum, no more... Roof askew, walls and wainscoting Falling away... Moss hides the door. Only one shutter, hanging... But Seeping over the windowsill, Like frosted breath, proof that this hut, This slum, is living, breathing still. Corkscrew of smoke... A wisp of blue Escapes the hovel, whose soul it is... Rises to God himself, and who Receives the news and makes it his.","['religion', 'god & the divine', 'social commentaries']",72,428
the spiritual,The Blind Man,Théophile Gautier,"A blind man, on the thoroughfare, Startle-eyed as an owl by day, Piping a dismal little air, Taps here and there, loses his way, Tootles awry his time-old ditty Undauntedly, as by his side Lopes his dog, guides him through the city, Specter diurnal, sleepy-eyed. Days, stark, wash over him, unlit; He hears the dark world’s constant din And all that life unseen, as it Rolls, rushing, like a flood walled in! God knows what black chimeras haunt That brain opaque, what lot befalls; And what dire spells the mind is wont To scribble on those death-vault walls! Like prisoner grown half-mad, who, pent, Rots beneath Venice in her jail Eternal, and whose hours are spent Scratching a message with a nail... But when the torch, in tomb immured, Dies in the breath of death, maybe The soul, to shades’ gloom long inured, Will see with deathly clarity!","['living', 'the body', 'religion', 'the spiritual']",148,846
the spiritual,[You who want],Jane Hirshfield,"You who want knowledge, seek the Oneness within There you will find the clear mirror already waiting","['living', 'the mind', 'religion', 'the spiritual']",17,100
the spiritual,[I was passionate],Lal Ded,"I was passionate, filled with longing, I searched far and wide. But the day that the Truthful One found me, I was at home.","['religion', 'the spiritual']",24,122
the spiritual,[Of all that God has shown me],Jane Hirshfield,"Of all that God has shown me I can speak just the smallest word, Nor more than a honey bee Takes on his foot From an overspilling jar.","['religion', 'god & the divine', 'the spiritual']",28,134
the spiritual,[O my Lord],Rabi'a,"O my Lord, if I worship you from fear of hell, burn me in hell. If I worship you from hope of Paradise, bar me from its gates. But if I worship you for yourself alone, grant me then the beauty of your Face.","['religion', 'god & the divine', 'the spiritual']",44,206
the spiritual,slaveships,Lucille Clifton,loaded like spoons into the belly of Jesus where we lay for weeks for months in the sweat and stink of our own breathing Jesus why do you not protect us chained to the heart of the Angel where the prayers we never tell and hot and red as our bloody ankles Jesus Angel can these be men who vomit us out from ships called Jesus Angel Grace of God onto a heathen country Jesus Angel ever again can this tongue speak can these bones walk Grace Of God can this sin live,"['religion', 'christianity', 'god & the divine', 'social commentaries', 'history & politics', 'race & ethnicity']",93,464
the spiritual,The Triumph of Death,Rosanna Warren,"To Mary Sidney In your lace ruff you resemble a giant snowflake or a spider web pearled with dew. What poets you catch in your symmetries, at your long table at Wilton what wits (Spenser, Fulke- Greville, Drayton) pitch into the roasted piglet, stewed apples, carp. If you rowzed God up, He knocked you back on your heels, Lady— “O God, why hast thou thus Repulst, and scattred us?”—Through the high windows at Wilton seethe rumors of battle, Philip’s pussing thigh, death in the Lowlands. Mother Wrong, Daughter Strife stalk the cities; still you keep house with grammar, you salt the psalms for long preserving. “As smoke in wind, as wax at fire doth waste” the unjust dissolve. Your stanzas stay, still sting the tongue. Dawn finds you kneeling on stone, calling again the bleak God you believe will answer you. You mix medicines, you write in invisible ink. But Time trumps Fame which undoes Death which masters Chastity and Love—which leaves Eternity, your Master wrote, master of all. And like your lace, your lines shine, not pale, “but whitely, and more whitely pure than snow on windless hill that flaking falls, as one whom labour did to rest allure.” Translate us too, rough line by line, into your crystalline severe design.","['religion', 'god & the divine', 'the spiritual', 'arts & sciences', 'poetry & poets', 'reading & books']",212,1236
the spiritual,This Ecstasy,Chard DeNiord,"It’s not paradise I’m looking for but the naming I hardly gave a thought to. Call it the gift I carried in my loneliness among the animals before I started listening to the news. Call it the hint I had about the knowledge that would explode. In the meantime, which is real time plus the past, you’re swishing your skirt and speaking French, which is more than I can take, which I marvel at like a boy from the most distant seat in the Kronos Dome, where I am one of so many now I see the point of falling off. There’s not enough seats for us all to attend the eschaton. This ecstasy that plants beauty on my tongue, so that if it were a wing, I’d be flying with the quickness of a hummingbird and grace of a heron, is so much mercy in light of the darkness that comes. Who would say consolation? Who would say dross? Not that anyone would blame them. All night I hear so many echoes in the forest I’m tempted to look back, to save myself in hindsight, where all I see is the absence of me. Where all I hear is your voice, which couldn’t be more strange. How to go on walking hand in hand without our bodies on the path we made for our feet, talking, talking?","['living', 'the mind', 'nature', 'religion', 'the spiritual', 'arts & sciences', 'language & linguistics']",228,1158
the spiritual,The Rolling Saint,Aimee Nezhukumatathil,"Lotan Baba, a holy man from India, rolled on his side for four thousand kilometers across the country in his quest for world peace and eternal salvation. —Reuters He started small: fasting here and there, days, then weeks. Once, he stood under a banyan tree for a full seven years, sitting for nothing—not even to sleep. It came to him in a dream: You must roll on this earth, spin your heart in rain, desert, dust. At sunrise he’d stretch, swab any cuts from the day before, and lay prone on the road while his twelve men swept the ground in front of him with sisal brooms. Even monkeys stopped and stared at this man rolling through puddles, past storefronts where children would throw him pieces of butter candy he’d try and catch in his mouth at each rotation. His men swept and sang, swept and sang of jasmine-throated angels and pineapple slices in kulfi cream. He rolled and rolled. Sometimes in his dizzying spins, he thought he heard God. A whisper, but still.","['religion', 'other religions', 'the spiritual']",174,969
the spiritual,The Rain-bow,Thomas Love Peacock,"The day has pass’d in storms, though not unmix’d With transitory calm. The western clouds, Dissolving slow, unveil the glorious sun, Majestic in decline. The wat’ry east Glows with the many-tinted arch of Heav’n. We hail it as a pledge that brighter skies Shall bless the coming morn. Thus rolls the day, The short dark day of life; with tempests thus, And fleeting sun-shine chequer’d. At its close, When the dread hour draws near, that bursts all ties, All commerce with the world, Religion pours Hope’s fairy-colors on the virtuous mind, And, like the rain-bow on the ev’ning clouds, Gives the bright promise that a happier dawn Shall chase the night and silence of the grave.","['nature', 'weather', 'religion', 'the spiritual']",116,679
the spiritual,Angel,Angela Jackson,"for Jerry Ward I am the only one here. I stand in my one place and I can see a good piece down the road. I am yonder, further than the chunk of your stone. Right now, directly, I am persimmon falling free and the prisoner opening up in me. Don’t come through my door and want to run my house. I am the angel who sweep air in and out my own dancing body. I got good eyes. I can see. A good piece down the road. Clear to God murmuring in me. My head is the burning bush. What I hold in my hand is the promised land. I set my people free in me. And we walk without wandering like people named after mere plants, because we are tree and high-stepping roots cake-walking in this promised place. Where I go is where I am now. Don’t mess with me: you hurt yourself. In the middle of my stride now. I am walking yes indeed I am walking through my own house. I am walking yes indeed on my own piece of road. Toting my own load and yours and mine. I tell you I feel fine and clear this morning even when it’s night and a full moon with my thumbprint on it. Everything is clamorous and quiet. I am the only One here. And we don’t break. No indeed. Come hell and high water. We don’t break for nothing.","['religion', 'christianity', 'social commentaries', 'history & politics', 'race & ethnicity']",243,1190
the spiritual,Poem Without an End,Yehuda Amichai,"Inside the brand-new museum there’s an old synagogue. Inside the synagogue is me. Inside me my heart. Inside my heart a museum. Inside the museum a synagogue, inside it me, inside me my heart, inside my heart a museum","['religion', 'judaism', 'arts & sciences', 'architecture & design']",39,217
the spiritual,In Ecstasy,Erin Belieu,"at the altarpiece of Saint Teresa No need to be coy— you know what she’s doing And so did Bernini, when he found Teresa in the full-throttle of her divine vision, caught her at it, carving this surrender so fluidly you expect the impossible: for her tang to swell up, ripe as seafoam, from the gulf of her flushed and falling figure. Perhaps this is how God comes to us, or should come to us, all: the bluntly and beautifully corporeal at prayers in the Sunday school of pleasure. Why shouldn’t He come to us as He did to Teresa? A saint on her back— a girl tearing open the gift He gave her?","['religion', 'christianity', 'god & the divine', 'the spiritual', 'arts & sciences', 'painting & sculpture']",114,592
the spiritual,"At the Crossroad, Highways 61 and 49",J. Patrick Lewis,"“Mister Johnson I see you look to buyin' Mister Johnson That all you want is Fame? Mister Johnson Now what you got to offer? Mister Johnson Salvation is my name With a rhythm on a riff That's practically God Oh Lord, I'm a pure Undivining rod I'm a flickerin' candle With the blackest light I'm the darkest angel And I own the night Mister Johnson That instrument you got there Mister Johnson It's Lucifer's guitar Mister Johnson I'll tune it for you, baby Mister Johnson They won't know who you are I'm a cutthroat seller, The Magician of Deal Who can stoke sweet fire That'll make you feel Like a hothouse flower On double defrost Who won't give a nickel For the petals it lost Mister Johnson You slink on back to livin' Mister Johnson In devil-may-care control Mister Johnson Don't thank me for the favor Mister Johnson I thank you for your soul”","['religion', 'faith & doubt', 'arts & sciences', 'music', 'mythology & folklore', 'ghosts & the supernatural']",154,849
the spiritual,Church Monuments,George Herbert,"While that my soul repairs to her devotion, Here I intomb my flesh, that it betimes May take acquaintance of this heap of dust; To which the blast of death's incessant motion, Fed with the exhalation of our crimes, Drives all at last. Therefore I gladly trustMy body to this school, that it may learn To spell his elements, and find his birth Written in dusty heraldry and lines ; Which dissolution sure doth best discern, Comparing dust with dust, and earth with earth. These laugh at jet, and marble put for signs,To sever the good fellowship of dust, And spoil the meeting. What shall point out them, When they shall bow, and kneel, and fall down flat To kiss those heaps, which now they have in trust? Dear flesh, while I do pray, learn here thy stem And true descent: that when thou shalt grow fat,And wanton in thy cravings, thou mayst know, That flesh is but the glass, which holds the dust That measures all our time; which also shall Be crumbled into dust. Mark, here below, How tame these ashes are, how free from lust, That thou mayst fit thyself against thy fall.","['living', 'the body', 'time & brevity', 'religion', 'christianity']",196,1075
the spiritual,"black herman’s last asrah levitation at magic city, Atlanta 2010",LaTasha N. Nevada Diggs,"This exclusive shit I don’t share with the world. 50 Cent I, Herman, made medicinal — concocted potions in ways my former’s was hearsay; Turned palomas christened Zora on to formulas husbands roll over n mitzvah. I, a black lad, proud Virginian, selling out Liberty Hall n pinched w/ stickpins in Woodlawn, do bequeath my next-to-last oratory: My roots subverted the man, honeys n dog voyagers to Neptune, who dared interfere w/ your melodious saccharine midsection. My cluster of tricks made chaps seek out connotation. Look at my magic stick. Not my clavicles, but my magic stick. Ain’t no lightness of hand but of bounce player. Constraints imposed by a corvid named Jim could not interpret my remedies. Jim wasn’t much of a MacGyver: not one skill in therapeutic thaumaturgy. He prescribed cowlicks for the heartsick: I mean, really.","['living', 'the mind', 'religion', 'the spiritual', 'arts & sciences', 'social commentaries', 'popular culture']",139,837
